"Committee Code","Committee Type","Report Year","Report Due Date","Report Code","Report Start Date","Report Ending Date","Fling Source Type","Filing Type","Amended Count","Date Received","Filing Status","ELECTION_YEAR","Officer Position","Last Name","First Name","Middle Name","SCHED_ID","Sum Contrib A","Qty Contrib A","Sum Contrib B","Qty Contrib B","Sub Unitemized Contrib","Qty UnItemized Contrib","Sum Contrib C","Qty Contrib C","Total Contrib","Total Qty Contrib","Sum Exp B","Sum Exp D","Begin Loan Bal","Sum Loans Recvd E","Sum Loans Paid E","End Loan Bal","Sum Unitemized Contrib2","Qty Unitemized Contrib2","Sum Unitemized Contrib2 Exp"
"91-109","Chesterfield Education Association PAC","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/13/2009","T","0","Treasurer","Anzelmo","Sarah","","G","0.00","0","0.00","0","1025.40","92","0.00","","1025.40","92","0.00","579.42","0.00","0.00","0.00","0.00","0.00","0",""
"91-109","Chesterfield Education Association PAC","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/12/2010","T","0","Treasurer","Anzelmo","Sarah","","G","0.00","0","0.00","0","93.58","36","0.00","","93.58","36","0.00","373.47","0.00","0.00","0.00","0.00","0.00","0",""
"91-113","Portsmouth PAC","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","07/09/2009","L","0","Treasurer","Pittman","Gail","C","G","0.00","0","0.00","0","0.00","0","0.64","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-113","Portsmouth PAC","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/09/2009","T","0","Treasurer","Pittman","Gail","C","G","0.00","0","0.00","0","0.00","0","0.44","","0.00","0","0.00","2744.20","0.00","0.00","0.00","0.00","0.00","0",""
"91-113","Portsmouth PAC","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","01/11/2010","L","0","Treasurer","Pittman","Gail","C","G","2723.00","1","0.00","0","24.00","1","0.49","","2747.00","2","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-113","Portsmouth PAC","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","A","1","01/12/2010","T","0","Treasurer","Pittman","Gail","C","G","2733.00","1","0.00","0","24.00","1","0.51","","2757.00","2","0.00","300.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-113","Portsmouth PAC","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/12/2010","T","0","Treasurer","Pittman","Gail","C","G","0.00","0","0.00","0","0.00","0","40.53","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-122","The Virginia Education Association Fund for Children and Public Education","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/03/2009","T","0","Treasurer","Gray","Roger","","G","0.00","0","0.00","0","18766.03","2366","7.20","","18766.03","2366","0.00","27530.28","0.00","0.00","0.00","0.00","0.00","0",""
"91-122","The Virginia Education Association Fund for Children and Public Education","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/01/2009","T","0","Treasurer","Gray","Roger","","G","2114.20","16","0.00","0","50640.34","3375","7.05","","52754.54","3391","0.00","24211.63","0.00","0.00","0.00","0.00","0.00","0",""
"91-122","The Virginia Education Association Fund for Children and Public Education","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/14/2009","T","0","Treasurer","Gray","Roger","","G","71954.60","65","0.00","0","34200.84","3553","9.52","","106155.44","3618","0.00","97190.12","0.00","0.00","0.00","0.00","0.00","0",""
"91-122","The Virginia Education Association Fund for Children and Public Education","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/15/2010","T","0","Treasurer","Gray","Roger","","G","7105.30","100","0.00","0","50670.63","4110","10.15","","57775.93","4210","0.00","83264.34","0.00","0.00","0.00","0.00","0.00","0",""
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/01/2009","T","0","Treas","Garber","Manley","","G","5484.67","9","0.00","0","3900.00","128","0.00","","9384.67","137","0.00","2750.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/06/2009","T","0","Treas","Garber","Manley","","G","18303.97","9","0.00","0","5100.00","174","0.00","","23403.97","183","0.00","19610.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/12/2009","T","0","Treas","Garber","Manley","","G","900.00","4","0.00","0","2305.00","73","0.00","","3205.00","77","0.00","10386.79","0.00","0.00","0.00","0.00","0.00","0",""
"91-123","Acre Virginia (Virginia Action Committee For Rural Electrification)","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/04/2010","T","0","Treas","Garber","Manley","","G","11988.40","1","0.00","0","0.00","0","0.00","","11988.40","1","0.00","10150.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-125","HBAV Home Builders Association of Virginia","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/03/2009","T","0","Treasurer","Toalson","Michael","","G","56241.13","80","1483.50","1","0.00","0","0.00","","57724.63","81","1483.50","20392.55","0.00","0.00","0.00","0.00","0.00","0",""
"91-125","HBAV Home Builders Association of Virginia","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/06/2009","T","0","Treasurer","Toalson","Michael","","G","16812.50","11","0.00","0","845.00","9","0.00","","17657.50","20","0.00","46399.10","0.00","0.00","0.00","0.00","0.00","0",""
"91-125","HBAV Home Builders Association of Virginia","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/14/2009","T","0","Treasurer","Toalson","Michael","","G","13863.25","16","0.00","0","0.00","0","0.00","","13863.25","16","0.00","28120.58","0.00","0.00","0.00","0.00","0.00","0",""
"91-125","HBAV Home Builders Association of Virginia","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/11/2010","T","0","Treasurer","Toalson","Michael","","G","9762.75","8","0.00","0","100.00","1","0.00","","9862.75","9","0.00","16636.38","0.00","0.00","0.00","0.00","0.00","0",""
"91-126","Truckers PAC of Virginia","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/02/2009","T","0","Treasurer","Bennett","P. Dale","","G","1500.00","1","0.00","0","0.00","0","0.00","","1500.00","1","0.00","1512.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-126","Truckers PAC of Virginia","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/01/2009","T","0","Treasurer","Bennett","P. Dale","","G","12697.00","24","0.00","0","450.00","5","0.00","","13147.00","29","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-126","Truckers PAC of Virginia","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/05/2009","T","0","Treasurer","Bennett","P. Dale","","G","2500.00","4","0.00","0","100.00","1","0.00","","2600.00","5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-126","Truckers PAC of Virginia","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/05/2010","T","0","Treasurer","Bennett","P. Dale","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","14059.43","0.00","0.00","0.00","0.00","0.00","0",""
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/14/2009","T","0","Treasurer","Hawkins","Barry","","G","0.00","0","0.00","0","900.00","12","0.00","","900.00","12","0.00","4572.27","0.00","0.00","0.00","0.00","0.00","0",""
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/13/2009","T","0","Treasurer","Hawkins","Barry","","G","10100.00","23","1697.98","5","698.82","14","0.00","","12796.80","46","1697.98","16526.40","0.00","0.00","0.00","0.00","300.00","4",""
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/14/2009","T","0","Treasurer","Hawkins","Barry","","G","75.00","1","0.00","0","975.00","13","0.00","","1050.00","14","0.00","4187.33","0.00","0.00","0.00","0.00","0.00","0",""
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","A","1","12/30/2009","T","0","Treasurer","Hawkins","Barry","","G","75.00","1","0.00","0","975.00","13","0.00","","1050.00","14","0.00","4187.33","0.00","0.00","0.00","0.00","0.00","0",""
"91-127","Virginia Hospitality and Travel Industry Association PAC Inc","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/18/2010","T","0","Treasurer","Hawkins","Barry","","G","1000.00","1","0.00","0","300.00","4","0.00","","1300.00","5","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/14/2009","T","0","Treasurer","Michael","Maloney","","G","633.38","7","0.00","0","0.00","0","0.00","","633.38","7","0.00","2000.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/13/2009","T","0","Treasurer","Michael","Maloney","","G","2450.08","15","0.00","0","391.66","6","0.00","","2841.74","21","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/13/2009","T","0","Treasurer","Michael","Maloney","","G","2750.08","15","0.00","0","1309.98","29","0.00","","4060.06","44","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-129","National Federation of Independent Business","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/14/2010","T","0","Treasurer","Michael","Maloney","","G","2533.44","16","0.00","0","311.66","9","0.00","","2845.10","25","0.00","10583.30","0.00","0.00","0.00","0.00","0.00","0",""
"91-132","Dominion Political Action Committee - Virginia","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/06/2009","T","0","Treasurer","Applewhite","Hunter","","G","150000.00","1","0.00","0","0.00","0","500.00","","150000.00","1","0.00","137000.00","13210.12","0.00","0.00","13210.12","0.00","0",""
"91-132","Dominion Political Action Committee - Virginia","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/02/2009","T","0","Treasurer","Applewhite","Hunter","","G","150000.00","1","0.00","0","0.00","0","10500.00","","150000.00","1","0.00","234650.00","13210.12","0.00","0.00","13210.12","0.00","0",""
"91-132","Dominion Political Action Committee - Virginia","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/05/2009","T","0","Treasurer","Applewhite","Hunter","","G","250000.00","1","0.00","0","0.00","0","1850.00","","250000.00","1","0.00","194450.00","13210.12","0.00","0.00","13210.12","0.00","0",""
"91-132","Dominion Political Action Committee - Virginia","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/08/2010","T","0","Treasurer","Applewhite","Hunter","","G","700000.00","1","0.00","0","0.00","0","26000.00","","700000.00","1","0.00","214150.00","13210.12","0.00","0.00","13210.12","0.00","0",""
"91-138","Home Builders Association of Richmond Builders PAC","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/15/2009","T","0","Treas","Sprigg","Susan","R","G","1000.00","2","0.00","0","1990.00","631","419.72","","2990.00","633","0.00","250.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-138","Home Builders Association of Richmond Builders PAC","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/15/2009","T","0","Treas","Sprigg","Susan","R","G","2150.00","7","0.00","0","4780.00","159","267.86","","6930.00","166","0.00","250.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-138","Home Builders Association of Richmond Builders PAC","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/15/2009","T","0","Treas","Sprigg","Susan","R","G","1200.00","3","0.00","0","2620.00","81","256.37","","3820.00","84","0.00","4143.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-138","Home Builders Association of Richmond Builders PAC","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/14/2010","T","0","Treas","Sprigg","Susan","R","G","1950.00","7","0.00","0","4160.00","127","244.01","","6110.00","134","0.00","3219.14","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/09/2009","T","0","Treasurer","Ayers","Walter","C","G","26500.00","5","0.00","0","0.00","0","7678.06","","26500.00","5","0.00","62271.71","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","A","1","04/10/2009","T","0","Treasurer","Ayers","Walter","C","G","26500.00","5","0.00","0","0.00","0","7678.06","","26500.00","5","0.00","62672.64","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/02/2009","T","0","Treasurer","Ayers","Walter","C","G","138880.00","75","0.00","0","3729.24","93","7604.83","","142609.24","168","0.00","197548.99","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","A","2","07/24/2009","T","0","Treasurer","Ayers","Walter","C","G","26500.00","5","0.00","0","0.00","0","7678.06","","26500.00","5","0.00","62672.64","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","A","1","07/24/2009","T","0","Treasurer","Ayers","Walter","C","G","138880.00","75","0.00","0","3729.24","93","7604.83","","142609.24","168","0.00","197548.99","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/06/2009","T","0","Treasurer","Ayers","Walter","C","G","56216.89","15","0.00","0","1006.74","20","3333.75","","57223.63","35","0.00","96281.75","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/15/2010","T","0","Treasurer","Ayers","Walter","C","G","3452.41","18","0.00","0","417.68","13","1127.37","","3870.09","31","0.00","72166.18","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","A","1","02/24/2010","T","0","Treasurer","Ayers","Walter","C","G","31452.41","19","0.00","0","417.68","13","1127.37","","31870.09","32","0.00","72922.09","0.00","0.00","0.00","0.00","0.00","0",""
"91-140","Virginia Bankers Association PAC","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","A","2","02/26/2010","T","0","Treasurer","Ayers","Walter","C","G","31452.41","19","0.00","0","417.68","13","1127.37","","31870.09","32","0.00","73970.73","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/15/2009","T","0","Treasurer","Thomas","Alexander","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/15/2009","T","0","Cust of Books","Grow","Bob","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","1000.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/15/2009","T","0","Cust of Books","Grow","Bob","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/15/2009","T","0","Treasurer","Thomas","Alexander","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/14/2009","T","0","Treasurer","Thomas","Alexander","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/14/2009","T","0","Cust of Books","Grow","Bob","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/19/2010","T","0","Cust of Books","Grow","Bob","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","930.92","0.00","0.00","0.00","0.00","0.00","0",""
"91-141","The Greater Washington Board of Trade  Virginia PAC","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/19/2010","T","0","Treasurer","Thomas","Alexander","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","930.92","0.00","0.00","0.00","0.00","0.00","0",""
"91-146","Virginia Coal Association PAC (The)","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/15/2009","T","0","Secretary/Treas","Hudson","W","T","G","16360.00","23","0.00","0","88.00","1","0.00","","16448.00","24","0.00","9500.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-146","Virginia Coal Association PAC (The)","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/14/2009","T","0","Secretary/Treas","Hudson","W","T","G","23649.00","37","0.00","0","0.00","0","0.00","","23649.00","37","0.00","9546.78","0.00","0.00","0.00","0.00","0.00","0",""
"91-146","Virginia Coal Association PAC (The)","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/13/2009","T","0","Secretary/Treas","Hudson","W","T","G","18320.00","24","0.00","0","0.00","0","31.34","","18320.00","24","0.00","30873.45","0.00","0.00","0.00","0.00","0.00","0",""
"91-146","Virginia Coal Association PAC (The)","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/15/2010","T","0","Secretary/Treas","Hudson","W","T","G","20195.00","28","0.00","0","0.00","0","0.00","","20195.00","28","0.00","11750.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-146","Virginia Coal Association PAC (The)","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","A","1","04/11/2010","T","0","Secretary/Treas","Hudson","W","T","G","20195.00","28","0.00","0","0.00","0","0.00","","20195.00","28","0.00","20750.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-147","PAC of The Tidewater Builders Association","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/13/2009","T","0","Treasurer","Latham","Randy","","G","0.00","0","0.00","0","0.00","0","527.24","","0.00","0","0.00","2045.42","0.00","0.00","0.00","0.00","0.00","0",""
"91-147","PAC of The Tidewater Builders Association","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/10/2009","T","0","Treasurer","Latham","Randy","","G","0.00","0","0.00","0","0.00","0","0.00","","0.00","0","0.00","2962.91","0.00","0.00","0.00","0.00","0.00","0",""
"91-147","PAC of The Tidewater Builders Association","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/14/2009","T","0","Treasurer","Latham","Randy","","G","0.00","0","0.00","0","49134.52","756","0.00","","49134.52","756","0.00","16553.20","0.00","0.00","0.00","0.00","0.00","0",""
"91-147","PAC of The Tidewater Builders Association","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/15/2010","T","0","Treasurer","Latham","Randy","","G","0.00","0","0.00","0","114619.87","2032","0.00","","114619.87","2032","0.00","3328.37","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/07/2009","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","1900.00","7","183.00","1","2025.00","21","0.00","","4108.00","29","183.00","1779.28","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/10/2009","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","2531.00","10","0.00","0","1500.00","15","0.00","","4031.00","25","0.00","3000.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/08/2009","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","0.00","0","0.00","0","300.00","3","0.00","","300.00","3","0.00","2350.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-157","VAPAC-Independent Insurance Agents Of VA Political Affairs","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/07/2010","T","0","Treasurer","Bradshaw, Jr. MAM","Robert","N","G","0.00","0","0.00","0","100.00","1","0.00","","100.00","1","0.00","350.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-159","Just PAC","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/15/2009","T","0","Treasurer","Loftis","Mark","","G","1700.00","8","0.00","0","525.00","8","0.64","","2225.00","16","0.00","1050.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-159","Just PAC","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/15/2009","T","0","Treasurer","Loftis","Mark","","G","750.00","3","0.00","0","250.00","3","0.31","","1000.00","6","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-159","Just PAC","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/14/2009","T","0","Treasurer","Loftis","Mark","","G","0.00","0","0.00","0","50.00","1","0.34","","50.00","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-159","Just PAC","2009","01/19/2010","JANP19_10","10/01/2009","12/31/2009","E","R","0","01/17/2010","T","0","Treasurer","Loftis","Mark","","G","0.00","0","0.00","0","0.00","0","0.22","","0.00","0","0.00","1009.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-164","Education Association of Norfolk PAC for Education","2009","04/15/2009","APRP15_09","01/01/2009","03/31/2009","E","R","0","04/14/2009","T","0","Treasurer","Medas","John","","G","2129.60","3","0.00","0","0.00","0","1.23","","2129.60","3","0.00","734.93","0.00","0.00","0.00","0.00","0.00","0",""
"91-164","Education Association of Norfolk PAC for Education","2009","07/15/2009","JULP15_09","04/01/2009","06/30/2009","E","R","0","07/15/2009","T","0","Treasurer","Medas","John","","G","5000.00","1","0.00","0","0.00","0","0.64","","5000.00","1","0.00","0.00","0.00","0.00","0.00","0.00","0.00","0",""
"91-164","Education Association of Norfolk PAC for Education","2009","10/15/2009","OCTP15_09","07/01/2009","09/30/2009","E","R","0","10/15/2009","T","0","Treasurer","Medas","John","","G","900.31","1","0.00","0","0.00","0","0.91","","900.31","1","0.00","6219.57","0.00","0.00","0.00","0.00","0.00","0",""
